,u,g,r,i,z,redshift,class
21219,0.3331019831848836,0.3045867047257303,0.3265837257003746,0.28461407189013443,0.3071636227001953,0.003694512208465395,0
27378,0.6212173791700405,0.5357197010619767,0.5222617556946175,0.4363208330504901,0.46806213639727307,0.0680254231820337,0
46463,0.5573587708329891,0.5228221705417542,0.5960195019795148,0.5377222933024437,0.5937593111102312,0.33869685532905597,2
6661,0.4132551700331785,0.375740853410058,0.4046549355714668,0.35823050960703345,0.39854305765897197,0.0014116131052038798,1
16693,0.5854889291609517,0.5401965689981635,0.581163647816002,0.5162500236529747,0.578055319988102,0.0012741631113892973,1
15225,0.4390282192097739,0.4317168655859257,0.4753888522358971,0.4196784015855632,0.4761217550172327,0.0015095118285304767,1
11692,0.3591830401980064,0.33791871129887935,0.3695401318191231,0.3282105290737072,0.36438312154516883,0.001299817628860766,1
48307,0.46827565186576553,0.4455132761310157,0.48160917154055805,0.4245885165326244,0.47637312812386085,0.20038035202544077,2
3042,0.3409072965266263,0.30185736948944375,0.32496699964911024,0.2890570819388003,0.31944550026207036,0.0014195422870778482,1
27201,0.5072338233917032,0.5296492993758541,0.5277549786605326,0.43096302077399423,0.45622028821722194,0.0807873015019295,0
17427,0.37901810223106,0.3002562542527403,0.3037363941591278,0.26524134833732493,0.28792321153471784,0.0014166923652197223,1
14604,0.4688650439106253,0.47464087444868375,0.5271782636676137,0.4697927143721474,0.530454256492722,0.0013490711365724526,1
40403,0.4571800253016273,0.47773791179319225,0.5220936526413699,0.4599592520446426,0.5136709289328776,0.19201570368170262,2
9487,0.27660893929629166,0.2673587616399514,0.3054488174304638,0.2777649643714526,0.3100050997888011,0.0014984377918269122,1
26252,0.5018810970403705,0.4752616086777698,0.4578894256597159,0.3880220101239584,0.41614979652181555,0.059310294221161686,0
54026,0.46561879738317274,0.49124859505573343,0.5462078330959468,0.4707467728190116,0.548868727450707,0.22424943794280972,2
47503,0.44140736170861256,0.47824587140661223,0.5400756159938915,0.4883900173287538,0.5416598323022737,0.12666146564615988,2
7386,0.6111802713406741,0.46977308610104995,0.4733245264886361,0.40557527408670074,0.43947843469106673,0.0013872932497687941,1
18228,0.3499313294003808,0.3241251438113272,0.35436224891505175,0.3148210708152639,0.3491940153778637,0.0013652589173486786,1
55113,0.47045787132157846,0.48340839005233127,0.5197847673317033,0.4496366307631052,0.4951001716772105,0.08173377577578404,2
24464,0.6610862623914627,0.5582660950225644,0.5573563060670519,0.4624240133026535,0.5022701216964478,0.0654522220646096,0
20434,0.4845734435735151,0.5506073718586584,0.5915505937025153,0.4958363486740905,0.5536023308811557,0.1139725091711814,0
21409,0.5702303770089363,0.6088796268392215,0.61501058998602,0.48676419234718105,0.5142353804157691,0.08839424630082368,0
11573,0.42581601420416465,0.42181591771054266,0.4729240159009286,0.42375090349952443,0.47668114869113765,0.0014811224570236523,1
31340,0.4044822255149835,0.35930419009819925,0.37639741992193326,0.3270182868259614,0.3513370090454362,0.016238963793105774,0
11553,0.411674736380178,0.4045462385401089,0.4426507826159165,0.40420615831274487,0.45284824696593423,0.0013930332386697787,1
7331,0.4108769455904845,0.35869814499972524,0.37761110371300155,0.3295796448476632,0.3620949687596842,0.0014635004801654956,1
5271,0.5813328889941592,0.4778516340947041,0.47301870045200484,0.38957682104637936,0.4144539131686481,0.0014041321571044115,1
33043,0.6985470843454901,0.520833925636987,0.5257519193874972,0.43387636152366543,0.46512557249972153,0.0698869241841222,0
19076,0.40748794133254007,0.36081764439415387,0.3705259650862111,0.31334918314203875,0.33157159730716185,0.019796353451052594,0
49325,0.4484337044116269,0.4649545774174045,0.5248141878976941,0.46161330621743096,0.5221301144627695,0.27607835436683503,2
6611,0.30109441473002724,0.2834215628855897,0.3245497800229775,0.29481407262232917,0.3312251373915878,0.0013786389222446315,1
46509,0.4170591356685009,0.39322944801090215,0.4554752227745205,0.41132167882352383,0.4508691263095237,0.3996902815832562,2
30543,0.5565472092011258,0.5113395349895091,0.5216399769314003,0.4234170050971775,0.4576218070873763,0.08895598663000022,0
35843,0.6477294635430723,0.468260579490941,0.44834451404293413,0.3814821004653098,0.4077927787334507,0.044488259841969045,0
47263,0.7137142899111136,0.6129996910544142,0.6135710810089625,0.49668190116721983,0.5186842292002791,0.11188863926973859,2
40667,0.37797932170339804,0.4030223596998489,0.45617244537790014,0.3974121859331558,0.4408263407859643,0.24433684255891977,2
48735,0.5037328162841127,0.5178131770030762,0.5570297203160135,0.490531025050011,0.5450662666546696,0.15598191523262891,2
47836,0.5138530081945691,0.5310011732350773,0.601519813628398,0.5338041697779426,0.5901991193646462,0.3462627815901842,2
25130,0.5033357570015552,0.5179505914507365,0.5808340240579773,0.46612777140636114,0.5019186039718873,0.1232947267335379,0
39239,0.4489129297191299,0.46568713857631056,0.5240881042279436,0.4691575575697966,0.5363319363159132,0.10603698879372424,2
34654,0.510123864135035,0.5558286470268252,0.548365324390791,0.44693015705531075,0.47566705798934805,0.10596861032156642,0
6829,0.45966887550975066,0.414094173437882,0.4457034733027541,0.39261895748097164,0.43969086266849905,0.0014281282124872239,1
50835,0.5211056517372377,0.5548027770986029,0.6156090773623415,0.5440504840269753,0.6373055291411481,0.20878644618338,2
34923,0.608135079108898,0.5735186248699301,0.5427571634938902,0.44172451776271143,0.4749933578323486,0.07706758952630248,0
4176,0.6916648764571846,0.5538825741422023,0.5554924887808933,0.4539552559379774,0.49471426085154174,0.0014235545842833602,1
18620,0.6356900752622427,0.5626685696198452,0.5763367610491048,0.5060469353529908,0.5962179120585602,0.0014035032774047391,1
2853,0.17491356501398192,0.15223293739018687,0.18001305330335157,0.16853651977386475,0.18464730405883614,0.0014108540500412463,1
16108,0.5187127383962292,0.479758378016721,0.5068322245451724,0.4430958389422311,0.491149517077869,0.001327402168231959,1
14035,0.5162261833284676,0.46438833512445965,0.48469224229725977,0.42107706979407306,0.4610424033049342,0.001456144788152966,1
25156,0.42854860831869024,0.380860252349787,0.38224558337075987,0.3253170369741095,0.34957891464173496,0.030198925236916526,0
10346,0.3436559566236832,0.3258627258098449,0.3697315262592665,0.3352828236354374,0.37508645692236275,0.0013848165134278593,1
16352,0.39312403489347797,0.38217090187471214,0.423838430687111,0.3792043575991021,0.4235255993668028,0.0013434360867639191,1
26367,0.622261209006498,0.5590886863368341,0.5689068086293576,0.46112458834451114,0.4993952630685313,0.08605843997072025,0
41791,0.5424288827807553,0.5446066250822117,0.5793570463280875,0.5058422737166779,0.602517413151224,0.23139763027592525,2
35568,0.5744777637621207,0.5197004933652514,0.5262683805751858,0.44854098527905034,0.49111057194867314,0.03321213562716788,0
10236,0.44994941510643016,0.3629485160187338,0.3549966860407123,0.29912564049939744,0.31864080285232105,0.0014151722951198731,1
45599,0.477541592533633,0.5327828226254309,0.5840993752338632,0.5238039787898208,0.5694550215874874,0.20600815237712597,2
35221,0.4132579242016125,0.37197095911493716,0.3977576470433357,0.34458390105986064,0.37474758372026834,0.01560591957244603,0
28670,0.551285829436185,0.5184836647390737,0.49449335916989495,0.4142914779556261,0.4463009132329329,0.04848904849912795,0
4314,0.4432696385980181,0.4072784168339332,0.4425171103085146,0.39228373583528653,0.4389220757025537,0.0013621476185314847,1
15051,0.32241305549282173,0.3097804970043651,0.3434917535832026,0.3076437989487008,0.3411030383421878,0.0012589217336741868,1
18006,0.44969465452629215,0.4341746888273525,0.47169311673693753,0.41730053330676264,0.467222540105517,0.0014098267777935215,1
8076,0.4859335437518017,0.44759107734822334,0.47799799390271985,0.4183145787849601,0.4675179161503277,0.0013810891532040446,1
47739,0.4996130393350335,0.5042802231231557,0.5798036333550889,0.5158137944324714,0.5788144971169731,0.3458907662407232,2
47805,0.38407062422309496,0.4030664270916848,0.4562590285770126,0.41045715984254644,0.4522772203313604,0.3069552010956624,2
22266,0.3755648340429906,0.3522472474464605,0.3759189338215749,0.3255587494238929,0.35388715633642054,0.013976871193579305,0
49070,0.4984815351367628,0.5315034467334218,0.5923900962997581,0.5202025515042698,0.5696821172109805,0.23486483612097822,2
3515,0.5016235822917986,0.5182775430675832,0.5571340252225466,0.4957926816439288,0.5548728524985602,0.001317248399514232,1
43875,0.6057811831540368,0.521752707064619,0.5517977659509291,0.48566237172754767,0.5405663339993962,0.49708538129711893,2
28390,0.6998475108743749,0.6483706437250877,0.6246881612412081,0.5049887817635191,0.5196133487110958,0.10504391290335222,0
5767,0.21286600603346492,0.19170831745959538,0.23357463547713667,0.21772544438591296,0.24431528823416568,0.0014003661141206761,1
51558,0.5009956318888636,0.5013348155139964,0.5627604141613657,0.5025376940200031,0.5427128681332594,0.3142597766040108,2
29805,0.49388758218897627,0.4232985722165045,0.40657698132486475,0.34323860366599285,0.3685851492511383,0.03881051087502508,0
32788,0.6177783408522132,0.6650887697331885,0.5632480142826836,0.4531652796650537,0.49707372874373595,0.10639759586236906,0
50744,0.4406201285645825,0.47508060068119656,0.5379226817095271,0.4727439880975145,0.5298270881783982,0.24813974525645346,2
46115,0.4579140111892682,0.5026862155302966,0.574393449246802,0.5126252190684482,0.5950293269467367,0.26141223315879664,2
21770,0.5569534490451297,0.59144741954621,0.5754390299846226,0.4762188251037081,0.5189679722844206,0.07254593665225467,0
50133,0.40127270123331654,0.4202403899916793,0.4865935283362506,0.43396457774621405,0.4897631716346742,0.09063224905494134,2
40491,0.47775458155918976,0.4876881393325638,0.5536808239480014,0.49934647216930367,0.5533170704543182,0.45185218877567346,2
11346,0.4325550053339061,0.37337116495230294,0.38637322219628667,0.3348324798193262,0.3667370258474777,0.0014140040843157882,1
34640,0.6643471978172296,0.5478150155136173,0.5363970958678548,0.4431439167835202,0.47553049714671297,0.06997722193739872,0
51294,0.46968991735658583,0.5096010053051453,0.581850743729427,0.517125128580658,0.5674733720265838,0.3014689716694612,2
21832,0.6438116589458144,0.6821769670641261,0.6013294318572501,0.494493697766899,0.5210042461823784,0.0929423618287497,0
38046,0.5343072990971834,0.5474094059715581,0.6008058819865932,0.5388077939209055,0.6110195900575007,0.14532678034599958,2
2682,0.6410074564520067,0.6232891901266299,0.6162536411779568,0.48717527994425797,0.5263437751294078,0.001428994179335184,1
43009,0.48715639453646425,0.5265138807545855,0.6024377980727895,0.5320001480268215,0.54874784581593,0.11778602256685247,2
3055,0.34766878003191165,0.3077818275552927,0.32470471837928394,0.28412358969276363,0.308599028890559,0.0014219065477397194,1
47113,0.35374677073751126,0.3859919712055132,0.43491297882154695,0.39723751781250943,0.4539882771114873,0.19135613129144463,2
863,0.41090586435904075,0.40795222147039145,0.4539536876088302,0.4060556114184786,0.45228733594933335,0.0014119958993135428,1
12582,0.5938657324527338,0.5166664771294974,0.569986820113024,0.5062696813149263,0.5905713741060512,0.0013854992584434456,1
33639,0.586177471269433,0.5406348737019073,0.5063709538177368,0.42369885592822065,0.4487357424790255,0.05912404442311799,0
9404,0.6015530755798901,0.6700949202143287,0.6394943946239429,0.45497988736288064,0.4355151355692592,0.0014271287089350135,1
54806,0.4572245510246424,0.4997403340782145,0.5485749468728529,0.49095710940492127,0.5481398971757548,0.17439752958381816,2
40888,0.4736788713050535,0.5171431631100016,0.5617219221065134,0.5050377417670335,0.5601339854062991,0.19720967602632108,2
56043,0.4997424852514279,0.5261584985623606,0.5850684994625259,0.512866490437119,0.6063471861157884,0.21633058134632002,2
22480,0.5028781060134513,0.5322644384677058,0.5609705217118763,0.45603495338456324,0.5095260544684554,0.10249122105481111,0
6928,0.3755418826393746,0.34440846397182723,0.37170369912794,0.32712149980634336,0.35935110738451753,0.0013936021287579686,1
40592,0.4884687557952293,0.4941968457224304,0.5106312522816697,0.4312325213338805,0.46745165885260476,0.06718593892751877,2
2466,0.3857754544836944,0.3812578065621559,0.42460755278916884,0.3795669262737772,0.4262295040509763,0.001425738144898377,1
20600,0.5434525153820305,0.5025762839721685,0.5167604313767387,0.44134739341131574,0.47958584839207447,0.04506949821913226,0
25702,0.4315075032728701,0.3861890898614673,0.3979546111629541,0.3437343788367165,0.370082260711137,0.019627265923150568,0
41645,0.40381020841710585,0.4420589612225906,0.5212683274100636,0.47864697662936145,0.5414554968192198,0.3825398327562868,2
23487,0.5822789458512124,0.6002765347298432,0.5757782740981043,0.4678965066684629,0.5015311758035228,0.07668098980785802,0
5375,0.46096792495441846,0.4595845155714261,0.5101937792756277,0.45746934916320514,0.5198763547783929,0.0013629379944810633,1
20014,0.5487951431157724,0.6286625688730688,0.6124014483191973,0.49021829854107574,0.5185694169362858,0.08727162019534075,0
38381,0.46965594927923404,0.42658893747358323,0.45587067001725085,0.40626777143370824,0.45341927360050804,0.4908991306448072,2
1439,0.3291658174647328,0.285094702246584,0.3004761063282192,0.259715043075761,0.2841516033734979,0.0013713531468994259,1
18095,0.5482690969448927,0.4731463738696477,0.5059304428047083,0.44863140690716263,0.5218615448055872,0.0013614329559661993,1
37010,0.5618246549485979,0.4505923984222926,0.4293519070329356,0.3617172558032712,0.3883151563265073,0.04336013611302164,0
13222,0.4028962835251152,0.31512023290327357,0.3114863499814428,0.26888291400413566,0.290095540494412,0.001435414076136226,1
21173,0.3622020678296601,0.3277396176277148,0.3533824916619367,0.3135538447783517,0.3478951700301349,0.001420077016984757,0
49920,0.5038787872111107,0.5413456380863569,0.6004342324652566,0.5254320091769572,0.5874355325344321,0.24699492926144295,2
44507,0.4642518117838013,0.5130017759632753,0.5578363111709036,0.4994148397417788,0.5674561754760297,0.18369335570503562,2
35667,0.5835054688604535,0.5142110231026856,0.49082091505783093,0.41233484213949584,0.44545979959848075,0.059202463891499774,0
36803,0.5049464865073288,0.5902031080305002,0.614048048105828,0.5322572983155509,0.566670697740429,0.130482071830653,0
25046,0.6661236364571111,0.6164118339426953,0.5844781134381682,0.474808688786267,0.49963449743359184,0.12598420401149032,0
46013,0.6147863958768262,0.5221099846285355,0.5183407013441662,0.4546967132884993,0.4995303065684703,0.5639427493461155,2
35797,0.5911891397630312,0.5397786395401071,0.5348153068969341,0.43709757689003154,0.4690908947451236,0.0755612691821335,0
32500,0.6205724447284298,0.6100741848480197,0.5780177915815814,0.4615833127017643,0.49962640493921345,0.09364511762404465,0
20641,0.5523700537430065,0.5709214918091512,0.6269605904670378,0.524084065296413,0.5581847058229089,0.12792718662974523,0
36898,0.636108249836127,0.6069847289902787,0.6515507253494847,0.5377192057346545,0.5806469413127756,0.21563768139412715,0
13665,0.3520327599154654,0.3241331991410175,0.35585441667987355,0.316838575824953,0.35139112760159164,0.0014202249494866571,1
53496,0.5350073169074727,0.5329908396686132,0.5887217028636761,0.525540956211805,0.579235812605547,0.1484854926049375,2
50280,0.3605761903974999,0.3826551693419838,0.4294693766364097,0.3762182384658282,0.4192466929642388,0.23843316405566267,2
43860,0.5332951421977161,0.5230951040653828,0.5827348037624704,0.5139325834866201,0.575402499174692,0.33802845255914,2
27009,0.37713746421876176,0.32871336483441077,0.34560114310076206,0.3002949465292805,0.3237026580859926,0.008344469074688516,0
41018,0.44261047428616546,0.4756923318947463,0.5450361750681906,0.47814590848528477,0.5379929207870741,0.2658005045723658,2
23466,0.5703754298797896,0.5828419582222172,0.6427997462251498,0.5609535944295337,0.599776586461449,0.10883304305712904,0
11977,0.4214446898714537,0.40582750980381005,0.45844031759325027,0.41241159025311314,0.4681830180320501,0.001391328918425602,1
34890,0.4921767845634367,0.43000913569155474,0.420245987425689,0.3575552144234229,0.38429065771596327,0.0372698375054771,0
2673,0.3539161520961976,0.3190114309866737,0.34551658523964046,0.3059659263958244,0.3366091750576982,0.0014199549525958184,1
28484,0.542750661459452,0.5293024463562428,0.5266972458947664,0.43899819540484347,0.4663050535553691,0.06370752419731932,0
29613,0.5837404912334818,0.6126727394375675,0.6088520434900826,0.48182584820890423,0.5134777206295942,0.1106090175594659,0
31036,0.5061583206182557,0.5516351371585725,0.5918412297042145,0.5138218721273216,0.5762360260956644,0.13060793322587452,0
23489,0.5895701477519558,0.5732352668019963,0.5597259515164464,0.46314782740866567,0.509833063473935,0.07156409813212479,0
38886,0.5262724717192804,0.570163816975328,0.5708789814980312,0.4669243638959761,0.49439663044719084,0.07325635493828508,2
52570,0.5074780263261779,0.509098731806801,0.585606733033617,0.5164432171803565,0.6002049828826043,0.34094190814435216,2
56218,0.45997642431820557,0.46143250297099514,0.5114925272623153,0.4586589449242746,0.5140902212978571,0.11777411579686205,2
51483,0.4595651351654062,0.5038310200321835,0.5623872456365357,0.49647194655755383,0.6172720535265901,0.25061823343077205,2
19995,0.5497434951131871,0.5606637402127743,0.5602743117774923,0.4531763066928722,0.5234820668048561,0.08956788921265307,0
45394,0.6354247570364413,0.5870368896192387,0.6320472268312727,0.5494307914402212,0.6522083633198184,0.15557286925879585,2
46254,0.5060692691722254,0.4940030439669372,0.5173989191783812,0.4525257120515755,0.5098310403503402,0.1507923580778394,2
44253,0.4782397742316329,0.4983865648472994,0.5608049503311173,0.49843255210369897,0.5610737263159875,0.09931090285080686,2
23450,0.5658980700623727,0.5853945500482373,0.5823110017878672,0.47760381979772293,0.5312660348350524,0.08233522432832571,0
337,0.3125361484606953,0.2996269908510408,0.3387514500154178,0.3053157728356404,0.3417064349542751,0.0013252782055583597,1
44731,0.49626856080010423,0.5483765193773324,0.6042398425502247,0.5388783668989445,0.5915718087235775,0.24043139351697113,2
20388,0.5980708886232646,0.5467725610830912,0.5255007774766213,0.42354050780874575,0.44890720220366725,0.08683615429527299,0
1942,0.650032866409978,0.5213077685599535,0.5646687888833248,0.5053672293582531,0.5492192336134702,0.0012875270934189352,1
27068,0.5280961902506108,0.4124035018887379,0.40325340168173934,0.34268372362616145,0.3669580521001869,0.03601162234460103,0
56798,0.608375609818794,0.5476903948248771,0.5985445921197137,0.5380085549446142,0.6128656903375668,0.5690887243045286,2
1913,0.6283492983296887,0.5624420727026673,0.544510093525045,0.45092105896341456,0.4875711172199329,0.0014196218093467093,1
13898,0.584051253238443,0.6032901757199096,0.5983663623765112,0.4744606757883123,0.4956899122050343,0.001420167204002224,1
8915,0.33544256732564726,0.29753971277537383,0.32071682787513184,0.285311421129382,0.3144377635845542,0.0013905647630065884,1
43290,0.4594774608035928,0.48807337362893555,0.5423688049341284,0.47403988440675504,0.5293440674201891,0.2620705237197494,2
7771,0.625493684691781,0.5670786257038937,0.5727757105265423,0.4795039972314222,0.5315174079416806,0.0013505093632954204,1
23401,0.4558979598956353,0.413798969296874,0.4241245096783308,0.3662436301822454,0.3944391514473401,0.020774018904666694,0
21682,0.414515202091699,0.38216663728840544,0.4016554100068912,0.34480752918402163,0.37303450381654674,0.015171503348153741,0
23645,0.5469851954266114,0.5096389127389828,0.4987754300172305,0.4241743413677582,0.462082288832555,0.045798332119513854,0
33902,0.6325457329668454,0.3809583378348412,0.3727740902561496,0.31281415175228067,0.3263610424892877,0.024592972953610882,0
37249,0.7152708541043535,0.5232694782610344,0.500864059820383,0.4075160309827724,0.4404626843198363,0.07816477844135136,0
34609,0.5226865444183104,0.5017461111711312,0.48523351387533736,0.3984884238482501,0.4278677283816979,0.07151444861037054,0
32539,0.6232655624287358,0.4125541839382412,0.3979637251839133,0.3343768430298621,0.353279713477144,0.035170186861032654,0
16417,0.32469167084382217,0.3121677176502699,0.3523591896420164,0.31680240717370795,0.3544470557912241,0.0013720172341773476,1
23221,0.5459592676849745,0.5163381039838817,0.4929510642897974,0.4147775493418696,0.4423558222234765,0.05930976724689178,0
49670,0.6095888210139379,0.5376690908470605,0.5350963225431764,0.4788260555611353,0.5380419815342429,0.5647832020938832,2
1076,0.6260619614453141,0.6074784733160096,0.6111092826809803,0.49525015187525423,0.5217335822382292,0.0013863829230813458,1
41271,0.48456426301206873,0.509352237770588,0.57697018550577,0.5023078907602638,0.5454982035421152,0.2427805593569442,2
29006,0.42665511752036706,0.37151370069427475,0.3819169722817306,0.3286688123498478,0.3500396810404035,0.01613768503544815,0
29811,0.5141669833960365,0.4623238015090949,0.4493911074497501,0.3779834450790279,0.401129621174659,0.03764743593368957,0
5399,0.3659514091243764,0.3393411877536244,0.372917889253506,0.33426524950833797,0.3722014826764732,0.001350399496281418,1
14263,0.3951501848047019,0.37355312063472207,0.43385879039726494,0.3964616561351936,0.45295395517375164,0.0014860786927598018,1
44579,0.43910579495399615,0.47287770493232584,0.5223934026640283,0.4752952012536232,0.5163970879765918,0.14718586011495605,2
16267,0.4067268727886321,0.36904213600808194,0.3930710149323106,0.34633543415856527,0.3813915216049116,0.0014143044254675222,1
43769,0.5095069304058358,0.537310865597298,0.5947663240976233,0.5171912907475695,0.5835000513620503,0.21386946908036059,2
33357,0.3030526284865476,0.273302173422719,0.2921869042658175,0.25281829879690276,0.2685174100153824,0.011848961909974613,0
45472,0.5002230876431478,0.5312755282874749,0.5827565761458728,0.5191990919727781,0.680630720919356,0.1776573639323875,2
37926,0.5001528563480828,0.5142636196671349,0.5754734607304686,0.5016458280100358,0.5641210562303431,0.2190900749894313,2
8271,0.5342577240653729,0.5425634143983806,0.5895434837534982,0.5151442333033266,0.56675263424601,0.001340953154914676,1
49632,0.3990147421455706,0.41616249779663034,0.4783817954520022,0.42208141148779,0.47957573277410154,0.07641476810371849,2
44416,0.5243509802085455,0.5527595664147718,0.6066515137629311,0.5297069673216678,0.6003815004162324,0.1747938996900777,2
7897,0.5228444500751886,0.49109696532038416,0.5147487644172419,0.4498545248328006,0.48805464375904045,0.0014393221742920721,1
38038,0.4674131381178746,0.5061310535802624,0.5581897326503218,0.49825876614527803,0.5605709801027311,0.1858446925555748,2
3199,0.3823566134010491,0.3775409826744074,0.42325665234921483,0.37965514249632587,0.42551028361309845,0.0015067089236015631,1
47284,0.5042606985672815,0.5014191595542844,0.5705453070640244,0.49793236612184777,0.5344286827943,0.33977458892376167,2
45168,0.5423894063665358,0.549582449616282,0.6354670100289673,0.5676778759933093,0.5916158116617598,0.34949313386473424,2
37486,0.687588707174976,0.5671340653258808,0.5520321988233798,0.4605079569488956,0.5082029316375916,0.06861381131821029,0
14863,0.5072296921390523,0.4875819985178194,0.544323762429879,0.48968194390797964,0.5540393255775878,0.001521659625157901,1
50988,0.4856861276208207,0.5168209499223846,0.5809763040518406,0.5020480939848578,0.5575979999804769,0.26237787790203765,2
27482,0.40375191185192116,0.37103559318500157,0.38593321751775583,0.32812231285115856,0.35249828198873256,0.020911302823252244,0
47440,0.45646990887374705,0.4909458094279579,0.5668450145545851,0.48319761046953663,0.5590935940977797,0.2498405903189585,2
41400,0.3701221381894831,0.4060862280397497,0.47896559912788944,0.43966378680397356,0.5132971568487767,0.22253976250064675,2
3324,0.44890788041033425,0.3673922149503129,0.3768176775550525,0.3275881636236261,0.35828846171645756,0.0014263031880743964,1
39776,0.4147566508577399,0.4366405673984698,0.4899338170178011,0.43190340570636343,0.493358262262266,0.21079991517087238,2
26279,0.5779948368522425,0.5573108276898641,0.5425034899105257,0.4354673410973313,0.4700619940705283,0.08076828770056924,0
10196,0.5350183335812083,0.4673887085126828,0.4568266295489724,0.3766438817396257,0.40099053142753066,0.0014222795899768792,1
30924,0.39047452486004236,0.3729627123527059,0.40647824609780664,0.35257673190388655,0.38974702205058054,0.010498319734920629,0
3743,0.4464272927075128,0.43103216256223925,0.4703574063319153,0.41694987382213144,0.4636051951183848,0.0014686647995255208,1
40239,0.561077816274932,0.5271194520101365,0.582726196076009,0.5262952049145964,0.5885265019328164,0.34768803335207393,2
42886,0.48546671220225135,0.5076696215511344,0.5725012772287705,0.5079188835954747,0.5774534407187106,0.2926608103861283,2
55183,0.5142188535682087,0.45228354381435965,0.5058863917034054,0.44974954752796753,0.497492009546918,0.43768113853039403,2
27387,0.5427887607894547,0.5213774234696296,0.4972721228934586,0.41037203118778687,0.4407970054938427,0.07222067958733734,0
48912,0.4770899089104693,0.5172867375156606,0.5921475620753436,0.5156488300963052,0.5865114708326019,0.282633914284519,2
28779,0.5898327118093233,0.5552988906389488,0.5380730630553539,0.44945137669575286,0.48865955771382386,0.06574812523843813,0
27157,0.6418731833964038,0.5487446953284774,0.5422108285708354,0.43793915965314617,0.4806631617061952,0.09690151951858568,0
29665,0.4950525954365265,0.4257696630597744,0.41171323846987745,0.34850864080105276,0.374759722461836,0.040552872964470354,0
44795,0.47318633418345335,0.5157462741730967,0.5745453495961222,0.5113328514081096,0.5650021265557884,0.28195782053877194,2
19911,0.6895684952508955,0.6127698772367755,0.6074241802064732,0.4910462077896954,0.5190878423574004,0.11007747143170044,0
7440,0.40122771648222916,0.39580857504060835,0.4427955942822683,0.3961603977351897,0.4444376164023127,0.0013658891073627523,1
29751,0.444369928887371,0.39821522324635467,0.40502405342031483,0.34761412830440885,0.3729085643727834,0.02221854083377781,0
11231,0.3733881229240455,0.3490895582078124,0.3817726669498763,0.33900025525364,0.3751006187875249,0.0013208818871052635,1
51124,0.539121585519684,0.5321184948474321,0.5770729714088099,0.5022911296779795,0.5448811508457644,0.2575967970191678,2
37432,0.611802713406741,0.5682471223519289,0.5580140345796082,0.45674729938164405,0.49013036856709297,0.08248538351015448,0
997,0.4941157191409197,0.4421006593998115,0.47300857376205,0.4172149635708905,0.46685736629669294,0.0013981217876753195,1
24760,0.5820127095692664,0.5816962060344844,0.5584206211812885,0.45531996090080584,0.48536995874901573,0.0813193033912257,0
18676,0.6205407717914396,0.5673747775307477,0.5747929471655141,0.457211757793363,0.4787315844542576,0.0014169859682220756,1
25774,0.5069331600043332,0.4996593069383873,0.4740678255313094,0.40383609125915293,0.4396033625730328,0.050150156853172194,0
7176,0.43865548841504937,0.42872407368446985,0.4824355094408598,0.4320639592314021,0.49150356370692283,0.001428214610630903,1
38051,0.4283337831808441,0.4598223847187553,0.5185169057493776,0.4635368609501055,0.5291407434989327,0.20843593708115046,2
52775,0.44773139146097607,0.4663898476310698,0.5016286249119611,0.4318531224595107,0.4794214696000139,0.20843066733845136,2
2124,0.459009711197898,0.47448782318456567,0.5303813357002783,0.4770851084091364,0.5389544102754042,0.0016323376952893137,1
22043,0.5220025925905524,0.5987204345708216,0.5802421190301263,0.458083775153257,0.4908996613139369,0.09985160693683048,0
36744,0.45539440610029935,0.47669735273435804,0.5238810134183706,0.4670650687709413,0.5246499148998348,0.001420077016984757,0
17116,0.5701408665348338,0.510508888345549,0.5009410226640384,0.42346905266848117,0.45797534793553135,0.0014365768662266047,1
10169,0.34582486426539905,0.26440529870110185,0.25514651041859177,0.21587643236129203,0.22328744737286527,0.0014113751093810406,1
21580,0.5759870480639113,0.5488939558492119,0.5645801803462214,0.46353509662565456,0.5043347193247298,0.08635177948593842,0
27407,0.5599857884908809,0.553123951622533,0.5408538521169086,0.4421735383354843,0.4724932828503303,0.07436130604190427,0
36531,0.4291031142300538,0.3794074499479721,0.3814749422652089,0.32683876681307483,0.3506708956019165,0.02246520751973933,0
32847,0.5854471576063704,0.6551688681408868,0.6119214432153455,0.5001143943865901,0.5105052462882383,0.1357108814472769,0
4561,0.37965706930773047,0.36481545713522145,0.40604887444372817,0.363576853774598,0.4082697301208761,0.0014368370206053666,1
18715,0.43999355524586453,0.4267832130719995,0.4656459638305015,0.3995509882488494,0.4275935951346305,0.0014406941304399617,1
20890,0.5318225801417111,0.5986664164776034,0.6045395925728831,0.5186803805841916,0.5709905723957835,0.11098913691864523,0
11025,0.601080735693472,0.599065392218741,0.5950078456530424,0.4736451168108495,0.5007446865061248,0.0014061613868953389,1
32695,0.6451263153449411,0.6544941158185825,0.6096647103589455,0.4874633059108796,0.5146319126403094,0.1076502421870415,0
12683,0.5365340442760116,0.52362817735372,0.5841105145928133,0.5284609131781672,0.5721366719121204,0.0013433330276877821,1
29756,0.6811292641412777,0.7092177611490502,0.6925906553943104,0.5560664157003351,0.5925889341107591,0.09131882531589526,0
303,0.6226284314643545,0.6660473539663496,0.6714294177305177,0.5005916441505786,0.47737052805599517,0.0014225884723845503,1
